gene	min_pvalue
PCDHGA6:56109|PCDHGA8:9708|PCDHGB3:56102|PCDHGA1:56114|PCDHGB2:56103|PCDHGA5:56110|PCDHGA4:56111|PCDHGB8P:56120|PCDHGA9:56107|PCDHGA7:56108|PCDHGA10:56106|PCDHGA3:56112|PCDHGB6:56100|PCDHGA11:56105|PCDHGB7:56099|PCDHGA2:56113|PCDHGB4:8641|PCDHGB1:56104|PCDHGB5:56101	0.2106
CTXN2:399697|LOC105370807:105370807	0.7275
HIST2H2AA3:8337	0.01089
HBA2:3040	0.016130000000000002
DOK5:55816	0.01994
LINC01054:104355150	0.2373
LOC105369491:105369491	0.056920000000000005
PARN:5073	0.04102
ITPR3:3710|LOC105375023:105375023|LOC101929188:101929188	0.02315
NPAS1:4861	0.08686
LINC01648:101929406	0.001225
ARHGAP19-SLIT1:100533184|ARHGAP19:84986|LOC105378447:105378447	0.1063
LINC01412:101928455|LOC105373656:105373656	0.2398
ITGAE:3682|HASPIN:83903	0.06862
CRNKL1:51340|CFAP61:26074	0.3185
C20orf202:400831	0.1555
CFL1:1072|SNX32:254122	0.6979
MORN3:283385	0.00763
LOC107985954:107985954	0.09244
LOC107986872:107986872	0.01679
LOC105374221:105374221|SPATA16:83893	0.1822
CTTN:2017	0.003358
SCD5:79966	0.01377
CPSF6:11052	0.1436
LOC107985883:107985883|MIR4431:100616431	0.0035159999999999996
LOC107984939:107984939	0.1187
SLC5A4:6527	0.01098
ZNF12:7559	0.07622000000000001
ARL4D:379	0.3345
LOC107986168:107986168	0.0007032
LOC107984408:107984408	0.0429
LOC105371725:105371725|RAB11FIP4:84440	0.2499
SLC17A1:6568|HIST1H2AA:221613	0.52
ABCA17P:650655|ABCA3:21	0.4615
MIR6820:102465492|POLR2F:5435	0.8331
DLGAP1:9229|DLGAP1-AS1:649446	0.2381
LINC01633:101929069|GS1-120K12.4:101929069	0.05582
LOC647264:647264	0.030060000000000003
LOC105373588:105373588	0.030260000000000002
CACNA1D:776|CHDH:55349	0.1362
LOC107986560:107986560	0.004875
MIR1252:100302136|SYT1:6857	0.2496
RPS16:6217	1.398e-05
LOC105376323:105376323	0.01351
MYHAS:100128560	0.007836
LIMK1:3984	0.010740000000000001
ZNF90:7643|LOC105372310:105372310	0.07522000000000001
C1orf186:440712	0.07106
E2F1:1869	0.08395
INHBE:83729	0.08311
LINC01640:105373006	0.03805
RXRB:6257	0.09825
LOC101929549:101929549	0.008641
HDAC1:3065	0.051989999999999995
LOC105370348:105370348	0.027010000000000003
LOC105373020:105373020|FOXRED2:80020|LOC105373019:105373019	0.0735
LOC101928674:101928674|SOCS3:9021	0.1664
LOC102724130:102724130|LINC02564:102724130	0.6444
EPHA1:2041|ZYX:7791	0.3107
LOC107984283:107984283|LINC01166:101927590|LINC01168:399829	0.033569999999999996
DCP1B:196513	0.1724
LINC00944:387895	0.005005
STK32C:282974	0.008495
PSMG3:84262	0.4047
TNRC6C-AS1:100131096|TNRC6C:57690	0.3657
LOC105375246:105375246	0.01998
UTP23:84294	0.1916
SNORA88:106635521	0.1192
FAM183BP:340286	0.029830000000000002
LOC105372041:105372041	0.0071189999999999995
LINC01518:101929397	0.09932
MIR6794:102466196|MAST1:22983	0.2221
HDAC3:8841|LOC102723915:102723915	0.04593
CDC26:246184	0.0802
PEX12:5193|LINC02001:105371743	0.9726
MPHOSPH10:10199|MCEE:84693	0.03525
LOC105377654:105377654	0.2784
LOC107984455:107984455	0.139
SEC14L2:23541|MTFP1:51537|LOC105372989:105372989	0.5878
LOC107983984:107983984|LOC105370460:105370460	0.1201
ZBBX:79740	0.029539999999999997
SUPT3H:8464|RUNX2:860	0.0017010000000000003
ARSK:153642	0.00031719999999999996
ZBTB8OS:339487	0.09615
TC2N:123036	0.0036829999999999996
FLJ40194:124871	0.1533
LOC105373208:105373208|LOC105373209:105373209	0.06274
LOC105369150:105369150	0.029830000000000002
SNORD116-13:100033425|SNORD116-14:100033426|SNHG14:104472715	0.2897
LOC107984029:107984029|C10orf76:79591|LOC101927445:101927445	0.8045
SLIT2:9353	0.005936
TAS2R42:353164	0.5872
KLHL36:79786	0.049260000000000005
TTC39B:158219	0.01469
UHRF1:29128	0.00496
SLITRK3:22865	0.2491
HARS:3035|HARS2:23438	0.08957000000000001
LINC01733:101926955	0.03605
GPR62:118442|PCBP4:57060	0.2808
LOC105373583:105373583|RALB:5899	0.1957
TTN:7273	0.028380000000000002
LOC107984333:107984333|PRPF19:27339	0.07293
LINC01924:284294|LINC00305:221241	0.1179
LOC107986267:107986267|PI4K2B:55300	0.1165
OR2T3:343173|LOC105373279:105373279	0.7247
RCBTB2:1102	0.034960000000000005
ANKRD30A:91074	0.01731
SCOC:60592	0.033710000000000004
PCDHGA3:56112|PCDHGA6:56109|PCDHGB3:56102|PCDHGA1:56114|PCDHGA2:56113|PCDHGB1:56104|PCDHGB4:8641|PCDHGB2:56103|PCDHGA5:56110|PCDHGA4:56111|PCDHGA7:56108	0.8407
LOC107985208:107985208	0.3248
LOC105373113:105373113	0.0077269999999999995
KRTAP10-5:386680|TSPEAR:54084	0.1992
MYO7A:4647	0.007936
LOC105372745:105372745	0.028310000000000002
COMTD1:118881	0.5217
LOC105370564:105370564	0.04257
LOC105377843:105377843|LOC105377842:105377842	0.2354
CFDP1:10428	0.0008227
LINC02071:101927274|LINC02072:440446	0.1767
SEPT4:5414|SEPT4-AS1:101927688|C17orf47:284083	0.6035
PRPH:5630|LOC101927267:101927267	0.2057
LOC102724938:102724938	0.11599999999999999
EXOC3L1:283849|E2F4:1874	0.0001475
VWA2:340706	0.029169999999999998
PHLDB1:23187	0.03267
LOC105375971:105375971	0.01299
PFKFB4:5210	0.05438
MAPK8IP1:9479	0.03474
LOC400622:400622	0.1615
FASTKD3:79072	0.048760000000000005
PROSER2-AS1:219731	0.04211
MGST3:4259	0.022680000000000002
LINC02395:101927292	0.008881
LOC107984628:107984628	0.004883
LOC339593:339593	0.1556
GFPT2:9945	0.03743
LOC105379158:105379158	0.016880000000000003
LOC101929129:101929129	0.01319
LOC105371597:105371597|FAM27E5:284123	0.3041
ZNF131:7690	0.02371
LOC105370687:105370687	0.47600000000000003
ATXN7L3B:552889	0.0737
GPHN:10243	0.002761
HIST1H1A:3024|HIST1H3A:8350	0.09846
KCTD19:146212	0.027710000000000002
LOC105369250:105369250	0.06567
SLCO1C1:53919	0.04065
OBSCN:84033|LOC101927401:101927401	0.01969
TCF7L1-IT1:100874334|TCF7L1:83439	0.01169
FAM92A:137392|FAM92A1:137392|LINC00535:642924	0.026969999999999997
C5orf17:439936	0.004277
C6orf120:387263|WDR27:253769	0.0781
CEP152:22995	0.01113
SLITRK1:114798	0.1277
LINC01858:101929144	0.1936
LOC105377356:105377356	0.005483
FOXN3:1112|LOC101928817:101928817	0.2384
HSPA4:3308	0.0007718
LOC107986792:107986792	0.004644
FMO3:2328|MIR1295B:100847009	0.2269
KCNN4:3783|LOC107987268:107987268	0.5014
LAYN:143903	0.2314
TMEM63B:55362|LOC107986599:107986599	0.2217
CLIC1:1192	0.009781
LOC105375884:105375884|MYBL1:4603	0.6098
LOC105374660:105374660	0.01753
KDM2A:22992|LOC107984341:107984341	0.2311
SPRR3:6707	0.0169
ZNFX1:57169|ZFAS1:441951|SNORD12:692057|SNORD12B:100113393|SNORD12C:26765	0.2122
LOC107984578:107984578|LOC105370192:105370192	0.1058
CCDC54:84692	0.04507
PYCR2:29920|MIR6741:102466270	0.05521
KLHL29:114818|LOC105374323:105374323	0.1591
SNHG14:104472715|SNORD116-4:100033416	0.284
JAM2:58494	0.008409
SAMD14:201191|PDK2:5164	0.1242
EDEM3:80267	0.014519999999999998
COL4A3BP:10087|POLK:51426	0.01968
CNIH4:29097	0.05159
FAM161A:84140	0.007597
CLP1:10978	0.259
ZNF350-AS1:101669766	0.02424
LOC105376544:105376544	0.35
DDX21:9188|DDX50:79009	0.2116
RET:5979	0.0002138
ATG2B:55102	0.01193
DGKA:1606|PYM1:84305	0.4097
KAZALD1:81621|LOC107984262:107984262	0.9956
SLC26A11:284129	0.009604999999999999
DRG2:1819|LOC105371566:105371566	0.3551
ABHD10:55347	0.003761
C14orf178:283579|SNW1:22938	0.2692
MPPE1:65258|LOC101927511:101927511	0.2074
ADCY3:109|CENPO:79172	0.05562
GPR156:165829|LOC105374065:105374065	0.03717
PARP14:54625	0.0171
ERCC6L2:375748|LOC105376159:105376159	0.2952
STARD5:80765	0.002355
GALNT12:79695	0.008068
HEY1:23462	0.05297999999999999
LOC105374016:105374016	0.001838
LOC105372572:105372572|LOC105372571:105372571	0.050589999999999996
RFNG:5986	0.06777000000000001
ATRNL1:26033	0.0012439999999999999
STK4-AS1:100505826	0.3404
OPALIN:93377	0.05081
BCR:613|LOC107985554:107985554	0.04324
PIWIL3:440822|TOP1P2:7152	0.06072999999999999
SERPINB3:6317	0.01794
CLDN17:26285	0.08467000000000001
NCBP2:22916|NCBP2-AS1:100874001|NCBP2-AS2:152217	0.2483
HDAC9:9734|LOC107986698:107986698	0.054329999999999996
MIR3934:100500873|UQCC2:84300	0.7018
KMO:8564	0.006601999999999999
MIRLET7A1:406881|MIRLET7F1:406888	0.3422
GNB3:2784|CDCA3:83461	0.5811
SRGAP1:57522	6.167e-05
ITGB2:3689	0.007834
SNHG11:128439|SNORA60:677837	0.1552
ATP6V0A4:50617	0.031
LOC105378041:105378041|ADGB:79747	0.06262000000000001
ZDHHC6:64429|VTI1A:143187	0.057929999999999995
CWF19L2:143884	0.0008914
FAM207A:85395|LINC01547:84536	0.02362
SBNO1:55206	0.03878
LOC105374785:105374785|LINC01799:101060019	0.1789
HDAC2-AS2:101927768	0.029439999999999997
SEL1L3:23231	0.002549
STON2:85439	0.053520000000000005
LMF2:91289	0.04488
MAP3K1:4214	0.01985
STEAP2-AS1:100874100	0.0036049999999999997
LOC105376557:105376557	0.027610000000000003
LOC107985974:107985974|FTCDNL1:348751	0.051
GAL3ST3:89792|SF3B2:10992	0.2397
LOC105371961:105371961	0.06978
AMH:268|MIR4321:100423031	0.02263
BLOC1S4:55330|LOC105378240:105378240	0.3231
TRIM55:84675	0.1218
LOC107984125:107984125|LOC105375842:105375842	0.07031
NINJ2:4815|LOC100049716:100049716	0.1907
LOC105375166:105375166|MEOX2:4223	0.0019370000000000001
RANBP3:8498|CAPS:828	0.3558
LOC101927040:101927040	0.0043619999999999996
PTOV1:53635	0.9201
LOC105374142:105374142|LOC105374143:105374143	0.0127
LINC00299:339789	0.001857
CDK5R2:8941	0.1464
USP39:10713|C2orf68:388969	0.053779999999999994
MUC4:4585	0.006012
LOC107984462:107984462|LOC105369710:105369710	0.03193
LOC105373608:105373608	0.006468000000000001
LOC107984359:107984359|WNT11:7481	0.4933
LOC105377198:105377198	0.04432
ARAP1:116985	0.0149
DNAJC16:23341|CASP9:842	0.1545
NAF1:92345	0.0033049999999999998
NDUFS4:4724	0.0035189999999999996
SLC36A1:206358	0.1133
CDK5RAP2:55755	0.01056
CA4:762	0.01573
LOC107984900:107984900	0.06498
LOC285889:285889	0.05061
TNFRSF14:8764	0.3311
AQP6:363|LOC105369764:105369764	0.102
LOC101928352:101928352	0.033780000000000004
LOC105379133:105379133	0.02592
ARHGEF7:8874|ARHGEF7-AS2:100874238	0.006287
HPS4:89781	0.001143
CKS1B:1163|SHC1:6464|MIR4258:100423020	0.5056
TEKT5:146279|LOC105371079:105371079	0.056729999999999996
TXNL1:9352	0.0009023
NDUFB9:4715	0.01693
LOC107984226:107984226|LOC105378271:105378271	0.030930000000000003
LOC107986620:107986620	0.023880000000000002
ELMO2:63916	0.02768
DENND4B:9909	0.35200000000000004
LOC105377684:105377684	0.001493
DHX58:79132	0.06445
LOC105373436:105373436|LOC100506474:100506474	0.03392
LOC105376674:105376674	0.1631
IGSF11-AS1:100506765|IGSF11:152404	0.0661
LINC02101:101928569	0.004775
RPS24:6229	0.07254
KNG1:3827|LOC105374258:105374258	0.109
PPIA:5478	0.060320000000000006
HOMER3:9454	0.1486
PHOX2B:8929	0.2627
STK32A:202374|STK32A-AS1:105378217|LOC105378217:105378217	0.0341
LOC105374464:105374464	0.00394
LOC107986475:107986475|GABRP:2568	0.001979
SLC28A2:9153	0.5029
DEFB134:613211	0.05694
CCAT1:100507056	0.046130000000000004
BRICD5:283870	0.43700000000000006
AKAP8L:26993	0.1311
HIF1A:3091|HIF1A-AS2:100750247|LOC105370526:105370526	0.1305
BMP7-AS1:102723590|BMP7:655	0.2374
LOC107986604:107986604|ELOVL5:60481	0.4826
OR14C36:127066	0.4628
MROH9:80133	0.0034649999999999998
SUMO3:6612|LINC01424:101928689	0.3546
HVCN1:84329	0.002026
LOC107985035:107985035|ASIC2:40	0.2005
SNRK-AS1:100873954|SNRK:54861	0.4451
HAO2-IT1:100874270|HAO2:51179	0.06637
LOC105371845:105371845|LINC01476:101927728	0.1702
LYRM4-AS1:100129461|MIR3691:100500900|LYRM4:57128	0.0020399999999999997
CDYL2:124359	0.0004093
TOB2P1:222699	0.1174
THOP1:7064	0.026010000000000002
NAT2:10	0.04533
LOC105376299:105376299|LOC105376300:105376300	0.02045
DZIP1L:199221	0.006151
FHOD3:80206	0.0007788
LOC107984728:107984728	0.07231
FSCN3:29999|LOC105375489:105375489|ARF5:381	0.1852
JAML:120425	0.01563
ZNF613:79898	0.03017
SLC7A6OS:84138	0.003732
LINC00896:150197|LOC284865:284865	0.2624
MIR601:693186|DENND1A:57706	0.4682
CCDC122:160857	0.03596
FAM71A:149647	0.08084
COL10A1:1300|NT5DC1:221294	0.009204
KRTAP4-2:85291	0.1004
ERC2-IT1:711|ERC2:26059	0.4816
CASC1:55259	0.01195
CLPSL1:340204	0.06812
GGA1:26088	0.057260000000000005
LOC105373398:105373398	0.0663
RP1L1:94137	0.01439
CLK2:1196|HCN3:57657	0.9093
CD300A:11314	0.03213
ST6GALNAC4:27090	0.06711
DCTPP1:79077	0.1677
PEPD:5184|LOC105372370:105372370	0.129
LOC105372567:105372567	0.1957
CRYBA4:1413	0.061360000000000005
C2orf88:84281|LOC105373796:105373796	0.196
LOC107986612:107986612	0.06915
LOC105371878:105371878|LOC105371879:105371879	0.218
FBXO36:130888|TRIP12:9320	0.3516
FAM183A:440585	0.1328
IL10RB:3588	0.009544
NDUFA10:4705|MIR4786:100616417	0.1217
BCL3:602|MIR8085:102465879	0.6457
LINC01595:102725176	0.01734
LOC107986233:107986233	0.1745
MATR3:9782	0.01516
LOC105372873:105372873	0.2764
CA9:768	0.04335
C10orf76:79591	0.01959
CUTA:51596|PHF1:5252	0.02008
ZNF444:55311	0.1215
PDE10A:10846	0.002344
LOC100499484-C9ORF174:57653|LOC100499484:100499484|ANKRD18CP:101926917	0.1512
WDR41:55255|PDE8B:8622	0.3593
TBP:6908	0.0314
RFPL4B:442247	0.004275999999999999
SLC2A4RG:56731|LIME1:54923	0.020130000000000002
HIST1H2AM:8336|HIST1H2BO:8348|HIST1H3J:8356	0.8172
PINX1:54984|LOC102723313:102723313	0.0851
PCYOX1L:78991|IL17B:27190	0.3815
LOC105377466:105377466|LINC02266:105377466	0.1627
LINC00709:100507163|LOC101928272:101928272	0.2565
PRTN3:5657	0.1031
LOC102724817:102724817|LOC105377161:105377161	0.1366
LOC102723334:102723334	0.04272
SART3:9733|ISCU:23479	0.09663
ASB16-AS1:339201	0.08038
EPG5:57724	0.002891
BAIAP2L2:80115|PLA2G6:8398	0.08471000000000001
LOC105377727:105377727	0.02429
COMP:1311	0.03928
MIR3621:100500811|LRRC26:389816	0.8725
LOC105372363:105372363|LOC105372364:105372364	0.2021
ELFN2:114794	0.007663
LRRC2:79442	0.02837
LINC01883:100996902|LOC100996902:100996902	0.01133
MCM3AP-AS1:114044|LSS:4047	0.07718
RPL13A:23521	0.04917
LOC105376278:105376278|RALGPS1:9649	0.007826999999999999
LOC105369448:105369448	0.01618
TMPRSS11BNL:401136	0.389
LOC107984248:107984248|NUTM2B-AS1:101060691|NUTM2B:729262	0.1588
LOC105371847:105371847	0.047369999999999995
PITX2:5308	0.07765
DCAF1:9730|RBM15B:29890|VPRBP:9730	0.4415
LINC00705:338588|LINC00704:100216001	0.01415
LOC100132078:100132078|BTG4:54766	0.001073
LOC105372009:105372009	0.1298
LOC107985046:107985046|SAMD13:148418	0.08148
PLIN5:440503	0.09199
NMBR:4829	0.01384
LOC105372989:105372989|LOC105372990:105372990	0.5155
IZUMO4:113177	0.007006999999999999
LOC102723708:102723708	0.2021
SSR4P1:728039|ADARB1:104|LOC105372836:105372836	0.0285
UCHL1:7345	0.1917
HDAC10:83933|MAPK12:6300	0.9611
ETNK2:55224	0.03244
MRPL23:6150|SNORD131:106635549	0.2449
MIR197:406974	0.02663
LOC101928877:101928877|LOC105377588:105377588|LINC02436:101928877	0.2339
C1orf204:284677|SLAMF8:56833|SNHG28:284677	0.3952
WDR53:348793	0.08321
HHIPL1:84439	0.006723999999999999
SNORD115-33:100033807|SNHG14:104472715	0.342
ANKRD17:26057	0.0017620000000000001
RAMP2-AS1:100190938|RAMP2:10266	0.01112
LOC100996506:100996506	0.2838
CASP7:840	0.055389999999999995
CD101:9398	0.0475
HADHA:3030	0.03193
KIF15:56992	7.91e-05
DUSP15:128853|FOXS1:2307	0.1112
JUNB:3726	0.3738
LINC01152:102606463	0.2059
MIR5699:100847086|DIP2C:22982	0.1964
CNOT2:4848|LINC01481:101928062	0.04632
DEFB124:245937	0.2591
ATP10A:57194|LOC105370738:105370738	0.0284
PTK2:5747	0.008482
LOC105379031:105379031	0.013130000000000001
SSR2:6746	0.03771
MYL5:4636|ATP5ME:521	0.109
LOC105370482:105370482	0.006331
LOC107986183:107986183|LINC01182:101929071	0.00821
C9orf92:100129385	0.0064459999999999995
LINC02572:105373615|LOC105373616:105373616|LOC105373615:105373615	0.09249
DUSP19:142679	0.028260000000000004
LOC105377499:105377499|RNF175:285533	0.03655
LOC105378418:105378418	0.021330000000000002
SLC12A7:10723	0.009261
ZNHIT2:741	0.03294
XYLT1:64131|LOC107987234:107987234	0.0018170000000000003
SDF2L1:23753	0.07228
LOC107986711:107986711	0.030389999999999997
LOC101928371:101928371|EIF2AK3:9451	0.153
LOC442028:442028|TEKT4:150483	0.1233
LOC105369762:105369762	0.012240000000000001
IKBKAP:8518|ELP1:8518|FAM206A:54942	0.1132
TCF7L1:83439	0.008394
MTMR4:9110	0.0207
LOC105377716:105377716|KCNIP1:30820	0.07163
RELL1:768211	0.008525
LOC107986845:107986845	0.010740000000000001
C12orf4:57102	0.01211
SPHK2:56848	0.311
LOC105377082:105377082|CACNA2D2:9254	0.11
MIR138-2:406930	0.2086
LOC105378667:105378667	0.05844
ARL2-SNX15:100528018	0.09931
LINC02549:101928280	0.0157
MIR636:693221|MFSD11:79157|SRSF2:6427	0.294
LOC101927630:101927630|LOC105375172:105375172|KCCAT333:102659288	0.009962
PTDSS1:9791|LOC105375652:105375652|MTERF3:51001	0.1555
SNORD144:106633809|THAP9-AS1:100499177|THAP9:79725|SEC31A:22872	0.06634
PSMB8:5696|TAP2:6891	0.06126
LOC107985831:107985831	0.02872
LOC107985876:107985876	0.09983
C7orf49:78996	0.02071
LOC105371791:105371791	0.1039
LOC105376194:105376194	0.023180000000000003
MGC32805:153163	0.3914
EPB42:2038	0.045110000000000004
WNT9A:7483	0.03818
LINC01899:102724913|LOC105376873:105376873	0.037380000000000004
LOC107985184:107985184|RAP1A:5906	0.05944
LOC107983963:107983963|LINC02492:100506272	0.008404
SPRR1A:6698	0.3042
LOC100505635:100505635|DAAM2:23500	0.04558
LOC105378383:105378383|ZCCHC24:219654	0.2108
LOC102724945:102724945	0.00889
LINC01940:401039	0.039389999999999994
ZBED8:63920	0.1552
GNPDA1:10007	0.049069999999999996
LOC105369499:105369499|TTC12:54970	0.043930000000000004
RBMS2:5939	0.01066
KIF26B:55083	0.0008789999999999999
OR8B8:26493	0.1697
HAL:3034	0.01029
DCHS2:54798|LOC101927947:101927947	0.010159999999999999
SNHG14:104472715|SNORD115-14:100033451	0.1625
LOC105372877:105372877	0.1512
SPIRE2:84501	0.03567
VMP1:81671	0.030760000000000003
CDKN2C:1031	0.02684
RLN1:6013	0.005425999999999999
CWC22:57703	0.030039999999999997
LOC105371074:105371074|USP7:7874	0.02489
LOC105376562:105376562|LOC105376561:105376561|LINC02545:105376561|LINC02548:105376562	0.8009999999999999
LOC100288846:100288846|MIA2:4253|CTAGE5:4253	0.1457
LOC105373746:105373746	0.0032329999999999998
MIR4482:100616323|GSTO2:119391	0.3307
LOC105379397:105379397	0.023780000000000003
LOC107986271:107986271	0.1241
LOC105375534:105375534	0.2225
LOC105379050:105379050	0.08882000000000001
ACE:1636	0.2363
LOC107984191:107984191|DIP2C:22982	0.1247
SLC25A17:10478	0.0058200000000000005
ZC3H11A:9877	0.03675
LOC101929230:101929230	9.192e-05
PPME1:51400	0.011470000000000001
STOML1:9399	0.1497
TAS1R3:83756	0.1007
PSG1:5669	0.00016380000000000002
LINC01501:340515	0.013369999999999998
ISG20L2:81875	0.3937
PIP4K2C:79837	0.3263
DET1:55070	0.0922
CFAP73:387885|DDX54:79039	0.0982
LINC01706:101929312	0.1088
RXFP3:51289	0.1411
NPR3:4883	0.049260000000000005
NTSR1:4923	6.534e-05
LOC107985853:107985853|MIR3681HG:100506457	0.0031100000000000004
CAMP:820	0.0623
LOC101929628:101929628	0.02314
WFDC5:149708	0.3586
LOC102723885:102723885	0.08248
GLYATL1:92292|GLYATL2:219970|LOC100287413:100287413	0.007778
ADTRP:84830	0.001037
GATAD2B:57459|LOC101928059:101928059	0.1389
LOC101928523:101928523|LOC105376193:105376193	0.06755
FADS2:9415	0.027239999999999997
LOC105372073:105372073|LOC102724417:102724417	0.016030000000000003
BLOC1S3:388552	0.004499
LOC107987011:107987011	0.006414
CZ1P-ASNS:107986827	0.06922
NFAT5:10725|MIR1538:100302119	0.3752
LOC107985423:107985423|SRXN1:140809	0.02973
LOC100131626:100131626	0.1531
WFDC10B:280664|WFDC13:164237|WFDC3:140686	0.1275
LOC100507477:100507477|LOC103352541:103352541	0.054520000000000006
FMNL3:91010|LOC105369762:105369762	0.2705
ELMOD3:84173	0.032510000000000004
NEDD4L:23327|LOC105372143:105372143	0.1973
LOC107986759:107986759|LFNG:3955	0.2131
LOC105373709:105373709|LOC105373710:105373710	0.013019999999999999
LOC105377771:105377771	0.1322
DBNL:28988	0.09654
LOC107985140:107985140	0.004294
SSSCA1:10534	0.6769
SLC23A1:9963	0.009325
DBIL5P2:100169989|LOC107985769:107985769	0.1728
LOC105372790:105372790|LOC105372789:105372789	0.1756
TRIM39:56658|TRIM39-RPP21:202658	0.03228
TBX2-AS1:103689912	0.0016710000000000002
ISX-AS1:101926957	0.00717
KLHDC8A:55220	0.05106
MIR3684:100500867|METAP1:23173	0.054560000000000004
ADCY10:55811|MPC2:25874	0.09913999999999999
MIR4730:100616359|ENDOV:284131	0.2173
PCMTD2:55251	0.3272
CSMD3:114788	0.0033840000000000003
RABL2A:11159|RPL23AP7:118433	0.09423
DPY19L1:23333	0.027760000000000003
LOC107985870:107985870	0.020919999999999998
TMCC1:23023|TMCC1-AS1:100507032	0.02157
CTB-99A3.1:105378215	0.004817
PRPH2:5961	0.1292
LOC101929657:101929657|NEK5:341676	0.1062
LOC101929976:101929976	0.03146
DPP10:57628|LOC105373574:105373574	0.05959
LOC107987140:107987140|KCNT1:57582	0.152
ASH1L-AS1:645676|ASH1L:55870	0.3546
KIN:22944	0.0974
TPCN1:53373	0.04237
LOC105378625:105378625	0.03896
XRN1:54464|ATR:545	0.07904
LOC101927506:101927506	0.1042
ANXA5:308	0.007162999999999999
SLC25A3P1:163742|LOC105378733:105378733	0.1393
LOC107986309:107986309	0.0101
C9orf41-AS1:101927380|C9orf40:55071	0.1058
G6PC3:92579|HDAC5:10014	0.302
MZB1:51237	0.005529999999999999
KIAA0430:9665|MARF1:9665|C16orf45:89927	0.07439
LINC01350:101929093|LOC107985239:107985239	0.002132
INTS4P1:285905	0.03368
CCND2:894	0.013059999999999999
MKS1:54903	0.1226
LOC102724916:102724916|MRPL1:65008	0.05707
PTPRK:5796|LOC107986527:107986527|LOC101928140:101928140	0.09981
LOC107985037:107985037|LINC01362:103283057	0.02349
LOC101930053:101930053|LOC105375956:105375956	0.03574
LOC105377390:105377390|LINC02263:105377390|LOC105377389:105377389	0.6522
ACOT13:55856|TDP2:51567	0.02278
MGAM:8972	0.012029999999999999
TBC1D3P5:440419	0.1315
LPCAT2:54947|CAPNS2:84290	0.2644
BCAT2:587	0.07087
CARNMT1:138199	0.007576
C14orf105:55195|CCDC198:55195|LOC105370519:105370519	0.1208
LOC105374059:105374059|LOC105374060:105374060	0.11699999999999999
DHX30:22907	0.008768000000000001
KALRN:8997|MIR5002:100847021	0.2317
PREP:5550	0.0107
FEZF1-AS1:154860|FEZF1:389549	0.007965
OR13C5:138799	0.2109
SKA1:220134|LOC105372114:105372114	0.1945
LINC00501:100820709	0.009840999999999999
LOC105376273:105376273	0.1298
C11orf73:51501|HIKESHI:51501	0.001307
TSSC2:650368	0.07212
PAX5:5079|MIR4476:100616456	0.05686
FCGR2B:2213	0.2932
ANKRD44:91526	0.0017350000000000002
GABRP:2568	0.08457
LOC105372194:105372194	0.04981
LOC102724617:102724617	0.1229
LOC105375254:105375254|HECW1:23072	0.1686
